PERMIT_NUM,WELL_STATU,spud_year,spud_class,era,d_any_annotation,pad_idx,area_m2c,perim_m,compactness,elongation,d_pad,pit_idx,d_pit,has_pad,has_pit,wells_on_pad
121-30244,Active,1981.0,real,1980-1999,116.62967329633393,,,,,,,,,False,False,
121-26511,Active,1980.0,real,1980-1999,0.15428415860424427,289.0,890.7942066419632,138.85279407597923,0.5806012965475142,0.4045051923998752,3.5680688543935912,14.0,0.15428415860424427,True,True,1.0
121-26530,Active,1979.0,real,1956-1979,4.00291890088027,355.0,1466.441688456797,165.88109368184132,0.6697008995005691,0.5129009637584959,4.00291890088027,104.0,24.268991060628014,True,True,1.0
121-26536,Active,1979.0,real,1956-1979,0.0,268.0,921.5834611116121,131.13157278246288,0.6734882077616913,0.4670982344909505,0.0,74.0,4.449198096682472,True,True,1.0
121-32075,Active,1982.0,real,1980-1999,0.0,830.0,1320.414620277165,147.41777826775154,0.7635200834128117,0.9506175257945123,0.0,310.0,7.031462529237155,True,True,1.0
121-32080,Active,1982.0,real,1980-1999,0.0,858.0,1797.096955160355,194.6987240216858,0.595737806081651,0.40988770640796485,0.0,345.0,0.47333640578600905,True,True,2.0
121-32092,Active,1982.0,real,1980-1999,0.0,874.0,1749.5452148490806,167.09661903067354,0.7874077944971903,0.9961692496681327,0.0,326.0,12.600631552336589,True,True,1.0
121-32105,Active,1982.0,real,1980-1999,0.0,364.0,1348.4076883187272,169.16493402035982,0.5921209084051421,0.44480606712894544,0.0,60.0,9.133260819089923,True,True,1.0
121-32059,Active,1982.0,real,1980-1999,10.298444758549012,,,,,,,349.0,10.298444758549012,False,True,
121-32061,Active,1982.0,real,1980-1999,0.0,816.0,1499.1088139931344,158.22798050574386,0.7524479292635928,0.5601392586725548,0.0,321.0,2.3753655620906766,True,True,1.0
121-32121,Active,1982.0,real,1980-1999,0.0,301.0,1644.8855456090826,186.17172472327806,0.5963731797457766,0.5145187878007309,0.0,53.0,10.078605682229906,True,True,1.0
121-44012,Active,2006.0,real,2000+,55.70451930336554,,,,,,,,,False,False,
121-44223,Operator Reported Not Drilled,,missing,,8.936923321174069,781.0,1277.8270289231689,167.74622816063007,0.570658652928401,0.37148419380781467,8.936923321174069,,,True,False,1.0
121-26486,Active,1979.0,real,1956-1979,4.897101087022022,366.0,862.782217071923,122.20675869151307,0.7259732164752416,0.5636943281964387,4.897101087022022,50.0,29.248753144859016,True,True,1.0
121-26489,Active,1979.0,real,1956-1979,0.0,865.0,2003.2680449371107,215.70648500885088,0.5410314653533075,0.38400805482999456,0.0,,,True,False,1.0
121-26542,Active,1979.0,real,1956-1979,0.0,318.0,1389.3781225996293,175.42294180674807,0.5673584671934786,0.3551465187182403,0.0,24.0,8.24288889647969,True,True,1.0
121-32057,DEP Orphan List,1982.0,real,1980-1999,0.0,783.0,2058.1895716822555,222.21846153260998,0.5237631795321954,0.3956138249411762,0.0,278.0,6.508109755668164,True,True,1.0
121-32058,Active,1982.0,real,1980-1999,0.0,805.0,1612.8526395723472,183.76865253694905,0.6001525994087171,0.3688287934489346,0.0,280.0,11.789200185370062,True,True,1.0
121-32060,Active,1982.0,real,1980-1999,0.0,814.0,1794.39528676421,197.91484132355686,0.5756669000047805,0.5863042774518998,0.0,318.0,4.202484656811343,True,True,1.0
121-32063,Active,1982.0,real,1980-1999,0.0,807.0,2597.661772386614,216.26260840251098,0.6979584887515271,0.5003577037237562,0.0,314.0,0.0,True,True,1.0
121-32071,Active,1982.0,real,1980-1999,0.0,825.0,2168.907065156963,213.86438209588684,0.5959006853041012,0.8866879603097921,0.0,297.0,11.302194041662412,True,True,1.0
121-32072,Active,1982.0,real,1980-1999,0.0,837.0,1866.4793217522197,180.80197933024758,0.7175078975276603,0.5423621422624811,0.0,,,True,False,2.0
121-32090,Active,1982.0,real,1980-1999,0.0,852.0,1809.4850797115307,174.62906304713255,0.7456445068369879,0.5741860142055786,0.0,337.0,2.397427546544748,True,True,2.0
121-32104,Active,1982.0,real,1980-1999,0.0,868.0,1825.9197975422753,178.0478473645354,0.7237992134822719,0.5542333104934322,0.0,,,True,False,1.0
121-26500,Active,1979.0,real,1956-1979,0.0,342.0,1284.519924000087,142.45369194276793,0.7954324247894693,0.8653534589751872,0.0,,,True,False,1.0
121-26545,Active,1980.0,real,1980-1999,0.0,336.0,1570.2941413342644,156.20561697713876,0.80871887849078,0.7750107626159183,0.0,69.0,6.506072501945748,True,True,1.0
121-32093,Active,1982.0,real,1980-1999,0.0,873.0,1599.1503126311336,172.3010346612732,0.6768982332734603,0.6269631850770723,0.0,327.0,4.373620478620052,True,True,1.0
121-32134,Active,1982.0,real,1980-1999,0.0,311.0,1881.412239949788,171.79161971020747,0.8011058079668664,0.6518956270683677,0.0,,,True,False,1.0
121-44068,Operator Reported Not Drilled,,missing,,71.73339713208162,,,,,,,,,False,False,
121-32066,Active,1982.0,real,1980-1999,0.0,818.0,1759.5236121307778,161.04488913396045,0.8525327468777245,0.8414408412322046,0.0,308.0,11.719088868346015,True,True,1.0
121-32123,Active,1982.0,real,1980-1999,0.0,305.0,879.1304974746499,121.71772521607136,0.7456852554002671,0.6009300993025748,0.0,2.0,6.073863478361271,True,True,1.0
121-44224,Operator Reported Not Drilled,,missing,,153.92330120291226,,,,,,,,,False,False,
121-44181,Active,2008.0,real,2000+,66.60991593609748,,,,,,,,,False,False,
121-24180,DEP Orphan List,1976.0,real,1956-1979,0.0,557.0,781.2489803520816,121.15737491156396,0.6688051637076481,0.4691270918358919,0.0,,,True,False,1.0
121-23112,DEP Orphan List,1974.0,real,1956-1979,50.833800820617505,,,,,,,,,False,False,
121-26446,Active,1979.0,real,1956-1979,0.0,821.0,1904.3081586677504,185.51727869240915,0.6953098180826752,0.4951640715605942,0.0,306.0,14.35999063751252,True,True,1.0
121-26548,Active,1979.0,real,1956-1979,8.14452868666923,362.0,1527.5347858314449,172.9026451271437,0.6420926496993092,0.41916051845875507,8.14452868666923,39.0,14.563799322561922,True,True,2.0
121-30246,Active,1981.0,real,1980-1999,42.204528494981645,990.0,1606.3408320247638,168.2245774785837,0.7132941637885719,0.457525956567138,42.204528494981645,,,True,False,1.0
121-32082,Active,1982.0,real,1980-1999,0.0,853.0,1001.4130441000618,132.04964250575804,0.7216866115770565,0.5114335057433743,0.0,344.0,0.3268320136374295,True,True,1.0
121-32102,Active,1982.0,real,1980-1999,0.0,377.0,1327.185358464925,149.82674239027602,0.7429554485235295,0.6809552763083201,0.0,339.0,7.660015179504323,True,True,1.0
121-32107,Active,1982.0,real,1980-1999,0.0,373.0,1162.7822460337852,172.45284758043195,0.4913234766265676,0.32867744134988724,0.0,58.0,4.246374775329098,True,True,1.0
121-32108,Active,1982.0,real,1980-1999,0.0,297.0,2405.278395364295,239.4893873110858,0.5269903571094204,0.37881535629479796,0.0,55.0,18.775301509907376,True,True,1.0
121-44007,Active,2006.0,real,2000+,54.65757797772105,,,,,,,,,False,False,
121-26451,Active,1979.0,real,1956-1979,0.0,819.0,2015.2138606266724,192.421645525686,0.6839481151726015,0.5071758444341484,0.0,307.0,14.673088181970941,True,True,1.0
121-26456,Active,1979.0,real,1956-1979,0.0,815.0,1497.970954845631,159.1036949444864,0.7436228485615936,0.6056723862367148,0.0,,,True,False,1.0
121-26459,Active,1979.0,real,1956-1979,0.0,808.0,1791.53599424482,178.49657022200665,0.7066032829168045,0.5880976232392784,0.0,319.0,5.412626471900441,True,True,1.0
121-26464,Active,1979.0,real,1956-1979,2.657380422968312,,,,,,,312.0,2.657380422968312,False,True,
121-26466,Active,1979.0,real,1956-1979,0.0,860.0,1851.5949208291977,166.21428353129843,0.8422076094332702,0.6936847557139318,0.0,363.0,16.55318262358244,True,True,1.0
121-26479,Active,1979.0,real,1956-1979,0.0,876.0,1377.6333679705951,157.88228104313978,0.6945071684300566,0.7579669206897469,0.0,288.0,4.617876794357733,True,True,1.0
121-26513,Active,1979.0,real,1956-1979,12.483457892611666,344.0,1377.5528671711718,183.1726613386044,0.5159371832106854,0.4057210205913028,12.483457892611666,106.0,17.886975281814745,True,True,1.0
121-26551,Active,1980.0,real,1980-1999,8.357480823129602,354.0,985.4113400821791,134.400840545876,0.685525241144354,0.42502522791098074,8.357480823129602,32.0,9.24296416167274,True,True,2.0
121-32088,Active,1982.0,real,1980-1999,0.0,863.0,1366.5964701999508,159.3109363554442,0.6766420416911558,0.43894194692513777,0.0,359.0,5.568183281009743,True,True,1.0
121-32131,Active,1982.0,real,1980-1999,0.0,273.0,1395.6313748455768,184.2116052575201,0.5168286899095548,0.33160466527734606,0.0,71.0,1.2538034537115363,True,True,2.0
121-26547,Active,1979.0,real,1956-1979,65.70108095444843,,,,,,,,,False,False,
121-04628,DEP Orphan List,1800.0,sentinel_1800,,129.78997391980252,,,,,,,,,False,False,
121-44219,Active,2008.0,real,2000+,79.55167354041266,,,,,,,,,False,False,
121-26455,Active,1979.0,real,1956-1979,0.0,810.0,2360.237195886944,216.2640375203495,0.6341571608309835,0.5826820507186252,0.0,,,True,False,1.0
121-26518,Active,1979.0,real,1956-1979,0.0,298.0,1119.6134604262206,158.82282814225374,0.5577661123404868,0.28881948188239537,0.0,54.0,15.508224149098279,True,True,1.0
121-32073,Active,1982.0,real,1980-1999,0.0,841.0,2741.7813440873724,219.25162836505828,0.7167323814283465,0.72995732961976,0.0,,,True,False,3.0
121-32086,Active,1982.0,real,1980-1999,0.0,796.0,2211.3060313508636,189.7211847236654,0.7720173463706513,0.9688497170897976,0.0,365.0,8.068164165648598,True,True,1.0
121-33781,Active,1983.0,real,1980-1999,0.0,335.0,1134.9098173580896,160.61682534754584,0.5528268673031225,0.38422547299496485,0.0,85.0,11.852389122238463,True,True,2.0
121-26448,Active,1979.0,real,1956-1979,0.0,806.0,1304.6873219109787,149.23787182567003,0.7361362623009607,0.6689074507224427,0.0,317.0,10.342673828359153,True,True,2.0
121-26449,Active,1979.0,real,1956-1979,0.0,804.0,1643.3031127225183,188.80130629936727,0.579318706439162,0.4069859564179125,0.0,279.0,13.400927687707439,True,True,1.0
121-26498,Active,1979.0,real,1956-1979,0.0,361.0,860.1295116293061,120.9012702176562,0.739455401210675,0.5998003960394738,0.0,37.0,7.567572022444412,True,True,1.0
121-26504,Active,1979.0,real,1956-1979,0.0,343.0,798.2831145211094,115.7320700693228,0.748961277362684,0.4887162005665157,0.0,108.0,17.370396962639113,True,True,1.0
121-26506,Active,1980.0,real,1980-1999,0.0,296.0,1086.523766279144,129.99812230632497,0.8079322342206217,0.6245310732171108,0.0,340.0,6.999505092927455,True,True,1.0
121-26507,Active,1980.0,real,1980-1999,0.0,299.0,1482.503230241834,173.90754827964187,0.6159828875355834,0.4559487864206757,0.0,56.0,0.0,True,True,1.0
121-32062,Active,1982.0,real,1980-1999,0.0,813.0,1632.5063908300447,177.0790794569001,0.6542296803909937,0.8055772402186941,0.0,315.0,17.117328243345387,True,True,1.0
121-32067,Active,1982.0,real,1980-1999,0.0,828.0,2344.8662823442287,221.12040653366302,0.6026571278975659,0.3852247444922315,0.0,309.0,10.340637762066578,True,True,1.0
121-32100,Active,1982.0,real,1980-1999,0.0,872.0,1416.0514910742713,150.68859370752054,0.7836608482459384,0.6317786949398261,0.0,332.0,0.8187867721667438,True,True,1.0
121-32127,Active,1982.0,real,1980-1999,0.0,284.0,1507.8719090080087,165.83383326240514,0.6890139825525331,0.47670639393986325,0.0,7.0,9.223772304803285,True,True,1.0
121-33789,Active,1983.0,real,1980-1999,79.56133075339162,,,,,,,,,False,False,
121-33796,Active,1983.0,real,1980-1999,0.0,1044.0,973.7745493394139,119.1609444465187,0.8617879360941081,0.594261929911354,0.0,,,True,False,1.0
121-26503,Active,1979.0,real,1956-1979,10.434356973597506,,,,,,,107.0,10.434356973597506,False,True,
121-32083,Active,1982.0,real,1980-1999,0.9720213158630481,861.0,1877.6863414263387,182.93406188391302,0.7050887022918423,0.6102948439304067,0.9720213158630481,361.0,10.189140027195629,True,True,1.0
121-32098,Active,1982.0,real,1980-1999,0.0,880.0,2309.87589439957,192.81102157894637,0.7807910011289163,0.6902781382629751,0.0,,,True,False,2.0
121-44735,Active,2011.0,real,2000+,0.0,984.0,1615.4319658933616,163.8136558961597,0.7564815334630735,0.5813481654962064,0.0,,,True,False,1.0
121-44162,Active,2007.0,real,2000+,0.0,939.0,1405.777228695367,168.55432865273306,0.6217940299400537,0.34655968864166664,0.0,,,True,False,1.0
121-44067,Operator Reported Not Drilled,,missing,,96.98112840920949,,,,,,,,,False,False,
121-44174,Operator Reported Not Drilled,,missing,,84.07626823755895,,,,,,,,,False,False,
121-26529,Active,1979.0,real,1956-1979,4.589854694993768,314.0,1089.709750567384,138.03271534201022,0.7187148828812822,0.7052374171649572,4.589854694993768,1.0,5.300133446768672,True,True,1.0
121-32109,Active,1982.0,real,1980-1999,0.0,294.0,1690.2565582366913,171.03269228626576,0.7261130286654424,0.7246018812014899,0.0,57.0,10.240245289249305,True,True,1.0
121-32130,Active,1982.0,real,1980-1999,0.0,267.0,1426.9831241537204,160.74924131330445,0.6939542460008872,0.5338431938811651,0.0,404.0,7.435274494220647,True,True,1.0
121-22473,Operator Reported Not Drilled,,missing,,171.412917129166,,,,,,,,,False,False,
121-26454,Active,1979.0,real,1956-1979,0.0,824.0,1620.9620908678478,160.72263216105267,0.7885489353436067,0.7473553577949521,0.0,303.0,7.293419205989761,True,True,1.0
121-26471,Active,1979.0,real,1956-1979,0.0,885.0,1970.7573941197045,197.23523168107414,0.6366108549284772,0.5655665350125039,0.0,290.0,13.896600450271464,True,True,1.0
121-26487,Active,1979.0,real,1956-1979,5.573556912785686,365.0,1360.4371958335134,154.0440638725728,0.7204410107919289,0.456305241739427,5.573556912785686,59.0,9.377132362082998,True,True,1.0
121-26522,Active,1980.0,real,1980-1999,0.0,339.0,2069.934984917848,234.4712535781782,0.4731374862034967,0.4710689011438899,0.0,62.0,0.0,True,True,1.0
121-26533,Active,1980.0,real,1980-1999,0.0,312.0,1571.6044826351124,161.2670329914681,0.7593848546808114,0.7761499921717757,0.0,65.0,6.172894234915296,True,True,1.0
121-32095,Active,1982.0,real,1980-1999,0.0,881.0,2684.8461941034934,208.22269665703212,0.7781675959532125,0.6496365767028535,0.0,,,True,False,2.0
121-32122,Active,1982.0,real,1980-1999,80.1031104007245,,,,,,,,,False,False,
121-26478,Active,1979.0,real,1956-1979,0.0,864.0,1725.6164076292794,169.89191166366905,0.7512919219037154,0.9101882758363495,0.0,334.0,15.05371111393717,True,True,1.0
121-32106,Active,1982.0,real,1980-1999,81.2849353732709,,,,,,,,,False,False,
121-44014,Active,2006.0,real,2000+,17.99107324477312,849.0,2151.3689111767985,179.69123088149695,0.8372805164574643,0.8277573755709344,17.99107324477312,,,True,False,1.0
121-44195,Active,1800.0,sentinel_1800,,52.42947663952733,,,,,,,,,False,False,
121-26462,Active,1979.0,real,1956-1979,3.8241993326715455,838.0,2017.1896432988137,183.33423114486553,0.7541703784110408,0.7585215010655625,3.8241993326715455,294.0,16.4162177087026,True,True,1.0
121-26499,Active,1979.0,real,1956-1979,0.0,387.0,1081.5858926233368,144.28222013088907,0.6528978602905591,0.43699686817852573,0.0,,,True,False,1.0
121-26514,Active,1979.0,real,1956-1979,103.2829994999116,,,,,,,,,False,False,
121-26519,Active,1979.0,real,1956-1979,0.0,357.0,2292.73073660218,213.2045036289816,0.6338261727790077,0.3961296634846006,0.0,34.0,8.414723747508068,True,True,1.0
121-26534,Active,1980.0,real,1980-1999,0.0,285.0,1255.8794557700849,150.70933222624214,0.6948283485312647,0.6073850603400334,0.0,8.0,3.7095804132181858,True,True,1.0
121-32068,Active,1982.0,real,1980-1999,0.0,820.0,1196.3128061857485,146.84123345158307,0.6972019097216714,0.7026173101501261,0.0,304.0,8.743198479325144,True,True,1.0
121-32085,Active,1982.0,real,1980-1999,0.0,792.0,3776.5678288763715,279.8002265478743,0.606193157180024,0.7306101007473952,0.0,,,True,False,1.0
121-32091,Active,1982.0,real,1980-1999,0.0,878.0,956.6633318119392,119.0266174699315,0.8485565856454227,0.8656344842122653,0.0,,,True,False,1.0
121-32111,Active,1982.0,real,1980-1999,45.84854868705345,288.0,1673.7666741127825,222.4028977050434,0.42523000125115235,0.3549162523842484,45.84854868705345,,,True,False,1.0
121-32129,Active,1982.0,real,1980-1999,0.0,266.0,1158.7793378019971,150.0432760784839,0.6468111987582577,0.42202537779578475,0.0,,,True,False,1.0
121-32126,Active,1982.0,real,1980-1999,0.0,338.0,1550.0349257734347,165.41008752757764,0.7119137237414698,0.5089682890467452,0.0,64.0,5.514457180028523,True,True,1.0
121-44009,Active,2006.0,real,2000+,3.3588034119444887,856.0,1983.343796866962,185.27099004410078,0.7260942903187289,0.6252663236106749,3.3588034119444887,,,True,False,1.0
121-44011,Active,2006.0,real,2000+,78.67196490654081,,,,,,,,,False,False,
121-32069,Active,1982.0,real,1980-1999,0.0,827.0,2401.17075930245,217.91186335714872,0.6354350425516571,0.5842118773397421,0.0,302.0,15.25520700398433,True,True,1.0
121-37413,Active,1984.0,real,1980-1999,0.0,875.0,1192.073981424146,140.15883879165878,0.7625566128225653,0.6643062169711567,0.0,325.0,9.041469824175495,True,True,1.0
121-24179,DEP Orphan List,1976.0,real,1956-1979,31.373489781059728,542.0,1645.3070077574068,184.60649735989213,0.6066844267050213,0.3539424654743816,31.373489781059728,,,True,False,4.0
121-24689,DEP Orphan List,1976.0,real,1956-1979,87.41381470344167,,,,,,,,,False,False,
121-26521,Active,1979.0,real,1956-1979,0.0,302.0,796.4894540452535,127.58422137280324,0.6148879168794515,0.6141239393634431,0.0,18.0,10.695860913949872,True,True,1.0
121-26549,Active,1979.0,real,1956-1979,0.0,359.0,1203.7954536333093,152.14430183678914,0.6535084079499773,0.6208291415984426,0.0,35.0,7.664219101478264,True,True,1.0
121-32070,Active,1982.0,real,1980-1999,0.0,822.0,1580.6533960728332,169.97279643253114,0.6875237000764225,0.512762453366245,0.0,305.0,4.003271296915363,True,True,1.0
121-32074,Active,1982.0,real,1980-1999,0.0,840.0,3073.7720894844733,235.2767524381727,0.6977879943341129,0.6161751648764822,0.0,,,True,False,2.0
121-32120,Active,1982.0,real,1980-1999,4.9591733092956085,315.0,838.3801934612343,120.52358808293042,0.7252817818965568,0.7796615918203446,4.9591733092956085,109.0,14.443735336283964,True,True,1.0
121-32125,Active,1982.0,real,1980-1999,0.0,374.0,1110.3738003029468,157.04599597714696,0.5657510043124768,0.42778594321501273,0.0,,,True,False,1.0
121-26535,Active,1979.0,real,1956-1979,2.5172389767233554,,,,,,,405.0,2.5172389767233554,False,True,
121-32078,Active,1982.0,real,1980-1999,0.0,848.0,1806.390484886477,172.66817819845073,0.7613719754701197,0.7071690389611747,0.0,320.0,18.847285197995035,True,True,1.0
121-32132,Active,1982.0,real,1980-1999,0.0,283.0,1268.501954308651,148.90188538997032,0.7189531834439826,0.5640911652727325,0.0,68.0,3.6955386665954557,True,True,1.0
121-42250,Active,1987.0,real,1980-1999,89.18802211311372,,,,,,,,,False,False,
121-44175,Active,2007.0,real,2000+,65.0261538664251,,,,,,,,,False,False,
121-44483,Active,1800.0,sentinel_1800,,0.0,985.0,1164.2059383836356,147.09321454163478,0.6761676612683005,0.4308747286622897,0.0,,,True,False,2.0
121-44160,Active,2007.0,real,2000+,0.0,941.0,1066.5144441160105,133.52422281300232,0.7517206627999237,0.5454425339125615,0.0,,,True,False,3.0
121-44161,Active,2007.0,real,2000+,50.23998540364495,,,,,,,,,False,False,
121-26470,Active,1979.0,real,1956-1979,0.0,839.0,2127.7771803618716,205.46352396812125,0.6333832087022592,0.529844265374751,0.0,,,True,False,2.0
121-22049,Active,1973.0,real,1956-1979,65.79923006325411,,,,,,,,,False,False,
121-24691,DEP Orphan List,1976.0,real,1956-1979,125.82990672007354,,,,,,,,,False,False,
121-24693,DEP Orphan List,1976.0,real,1956-1979,44.03488110384349,570.0,1695.5567901988284,175.99044484278966,0.6879296472640152,0.4907256471700594,44.03488110384349,,,True,False,1.0
121-26476,Active,1979.0,real,1956-1979,0.0,797.0,1888.2849624645999,167.91969333989616,0.8415387793836271,0.8731203021641888,0.0,366.0,4.432760473412358,True,True,1.0
121-26496,Active,1979.0,real,1956-1979,0.0,869.0,2449.65021614035,209.20902906098567,0.7033202023350617,0.5574041731537293,0.0,,,True,False,1.0
121-29877,Active,1981.0,real,1980-1999,114.65702528937703,,,,,,,,,False,False,
121-32116,Active,1982.0,real,1980-1999,0.0,286.0,963.1017414851967,153.09774483303192,0.516350313707923,0.42332981041590867,0.0,10.0,1.0011384957158043,True,True,1.0
121-24690,DEP Orphan List,1976.0,real,1956-1979,98.37509167605552,,,,,,,,,False,False,
121-26480,Active,1979.0,real,1956-1979,0.0,883.0,1545.0413732017598,167.4883466005545,0.692119024170991,0.4254552530564139,0.0,284.0,7.483270319945011,True,True,1.0
121-26515,Active,1979.0,real,1956-1979,1.0131713629089318,345.0,1527.601844679589,172.07721303089653,0.6482959537021599,0.5406589886706773,1.0131713629089318,105.0,18.153591221349348,True,True,1.0
121-32081,Active,1982.0,real,1980-1999,0.0,859.0,2022.6496479875673,202.34140723331066,0.6208132751852498,0.41097420651911026,0.0,347.0,5.589618902081702,True,True,1.0
121-32115,Active,1982.0,real,1980-1999,0.0,386.0,1453.7000788827042,180.2770957841324,0.5620870399224289,0.7216139586807088,0.0,11.0,16.06775906255628,True,True,1.0
121-43421,DEP Abandoned List,1998.0,real,1980-1999,113.64500344802791,,,,,,,,,False,False,
121-43447,Operator Reported Not Drilled,,missing,,0.0,891.0,1488.1162418436911,159.4126285349519,0.7358703000916899,0.6517805433318997,0.0,,,True,False,1.0
121-37412,Active,1984.0,real,1980-1999,0.0,846.0,2309.6330398835444,207.81799958345636,0.6720266989624962,0.5989650399121809,0.0,,,True,False,1.0
121-26445,Active,1979.0,real,1956-1979,0.0,823.0,1967.4477707689537,194.93377241846525,0.6506372162668095,0.5836336215088388,0.0,,,True,False,1.0
121-26505,Active,1979.0,real,1956-1979,0.0,341.0,1594.1771446191435,173.2193577867164,0.6676572883334138,0.5196163719631415,0.0,15.0,0.0,True,True,1.0
121-32103,Active,1982.0,real,1980-1999,0.0,376.0,1243.6792218979144,139.90517304117088,0.7984554631043632,0.5857000874546237,0.0,341.0,2.882207659691993,True,True,1.0
121-24178,DEP Orphan List,1976.0,real,1956-1979,31.105001972445535,542.0,1645.3070077574068,184.60649735989213,0.6066844267050213,0.3539424654743816,31.105001972445535,193.0,32.67708391987939,True,True,4.0
121-26467,Active,1979.0,real,1956-1979,0.0,855.0,1007.7713910489259,131.86885182962587,0.7282616481127834,0.5000849168773016,0.0,346.0,9.186734566557424,True,True,1.0
121-26474,Active,1979.0,real,1956-1979,0.0,851.0,1425.7645305866822,152.2816806124557,0.7726135991734148,0.9573660086488158,0.0,336.0,4.853016567209912,True,True,1.0
121-32099,Active,1982.0,real,1980-1999,0.0,879.0,2012.4828296006635,186.67414513491968,0.7257277092684371,0.5311006712110179,0.0,329.0,5.084248082763528,True,True,4.0
121-32119,Active,1982.0,real,1980-1999,13.56346797653466,293.0,1452.290759730463,149.54941581217957,0.8160072106530039,0.8112670057193044,13.56346797653466,,,True,False,1.0
121-44734,Active,2011.0,real,2000+,1.7564212832788264,986.0,832.2613585202894,116.42405769502383,0.7715856320989359,0.466695642601156,1.7564212832788264,,,True,False,1.0
121-44176,Active,2007.0,real,2000+,0.0,948.0,1261.4248147186975,152.4294951703862,0.6822337680889294,0.38980021222346856,0.0,,,True,False,2.0
121-22058,Active,1973.0,real,1956-1979,0.0,277.0,1228.6626627220853,163.0362772290964,0.5808634162290657,0.3861755901849802,0.0,82.0,2.433894244841318,True,True,1.0
121-22474,Operator Reported Not Drilled,,missing,,158.6224550896692,,,,,,,,,False,False,
121-23110,DEP Orphan List,1975.0,real,1956-1979,60.997904737618676,,,,,,,,,False,False,
121-24181,DEP Orphan List,1976.0,real,1956-1979,1.4997479955639315,558.0,1185.6787687481926,141.67593648627812,0.7423089950737738,0.5947198987854299,1.4997479955639315,,,True,False,1.0
121-26453,Active,1979.0,real,1956-1979,0.0,793.0,2236.2638436283355,194.09795129881726,0.7459178554633824,0.8473421584972961,0.0,362.0,8.578783575177296,True,True,1.0
121-26538,Active,1980.0,real,1980-1999,0.0,337.0,1565.2104985953538,153.20902736227313,0.837941896326476,0.7876212991059292,0.0,67.0,6.4585806594034665,True,True,2.0
121-26546,Active,1980.0,real,1980-1999,0.0,269.0,1397.9349232824657,165.64694166657623,0.6402210874793484,0.4124016958655464,0.0,75.0,14.676200476369212,True,True,2.0
121-32110,Active,1982.0,real,1980-1999,0.0,291.0,1348.5662355473755,164.28067204699698,0.627927067633561,0.4643389320642092,0.0,16.0,12.758961341921733,True,True,1.0
121-26457,Active,1979.0,real,1956-1979,83.50101433441995,,,,,,,,,False,False,
121-26540,Active,1979.0,real,1956-1979,7.785375596505267,306.0,922.9876060823617,135.42412390798484,0.6324317488760008,0.6383544564468621,7.785375596505267,97.0,21.824752952173778,True,True,1.0
121-26543,Active,1979.0,real,1956-1979,0.0,308.0,1494.2650381218969,191.23108275141658,0.5134764514490846,0.4127762387453998,0.0,96.0,5.944851661759294,True,True,2.0
121-44183,Operator Reported Not Drilled,,missing,,123.6964160659328,,,,,,,,,False,False,
121-21926,Active,1973.0,real,1956-1979,0.0,1049.0,1061.8427273333923,147.67342302704031,0.6118787590969504,0.3320675527786192,0.0,406.0,5.421860269057986,True,True,1.0
121-22034,Active,1974.0,real,1956-1979,148.09748341193574,,,,,,,,,False,False,
121-26468,Active,1979.0,real,1956-1979,91.89895788813583,,,,,,,,,False,False,
121-26482,Active,1979.0,real,1956-1979,0.0,882.0,1705.649660678328,168.20253066336355,0.757590717869851,0.9310427414497167,0.0,287.0,14.509947209367718,True,True,1.0
121-26491,Active,1979.0,real,1956-1979,9.852380842071584,,,,,,,283.0,9.852380842071584,False,True,
121-26508,Active,1979.0,real,1956-1979,0.0,360.0,1167.903970311683,135.4794221988017,0.7995954742315886,0.5518257378555264,0.0,36.0,2.88631777501714,True,True,1.0
121-26510,Active,1980.0,real,1980-1999,0.0,295.0,871.1974559582081,119.69188172346759,0.7641824737212481,0.8260008045709976,0.0,61.0,9.498780548895956,True,True,1.0
121-26516,Active,1979.0,real,1956-1979,0.0,340.0,1957.1077616981652,202.62837782182277,0.598996201154478,0.5536526944876067,0.0,12.0,18.308913237680684,True,True,1.0
121-26531,Active,1979.0,real,1956-1979,1.371966018304882,317.0,1192.7755334904875,181.68519698122267,0.4540769932472099,0.6158144524297195,1.371966018304882,22.0,3.422569784110082,True,True,1.0
121-32065,Active,1982.0,real,1980-1999,0.0,809.0,2222.977741359248,199.187398144763,0.7040787884683224,0.5433634298654428,0.0,313.0,6.641643479714455,True,True,1.0
121-32128,Active,1982.0,real,1980-1999,0.0,271.0,1429.9063836565197,152.36481720188277,0.7740126865890326,0.6068654942098117,0.0,6.0,4.719716066640184,True,True,1.0
121-24182,DEP Orphan List,1976.0,real,1956-1979,21.024640386502767,559.0,561.4830291581517,95.56751189907435,0.7725488309328357,0.5330287919775241,21.024640386502767,,,True,False,1.0
121-26497,Active,1979.0,real,1956-1979,2.3693091445961576,372.0,1435.367261593593,160.5654921616516,0.6996300759587886,0.7582871346053675,2.3693091445961576,38.0,20.88000354506983,True,True,1.0
121-26532,Active,1979.0,real,1956-1979,1.7203573688775198,304.0,904.9077129210636,163.62722986559405,0.4247202792209239,0.49046486234958164,1.7203573688775198,20.0,20.49813765471269,True,True,1.0
121-43444,Operator Reported Not Drilled,,missing,,98.59987860290043,,,,,,,,,False,False,
121-22048,Active,1973.0,real,1956-1979,72.90186159023453,,,,,,,,,False,False,
121-44121,Active,2007.0,real,2000+,99.48977929000667,,,,,,,,,False,False,
